news_folder,news_text_raw,isFake
K1CaQ7gpk7qsh,埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟……人们濒死的惨叫声  活着就是最大的幸运，没那么多的事和人值得你去计较，人赤祼祼的来到这个世界，也赤裸裸的离开...  保持一份好心情，去见你想见的人，去做你想做的事，趁阳光正好，趁微风不噪，趁你我还未老……,1
Od8bUAYKt,#取消公办中小学教师编制可不可行# 大部分地方不可行，极少数经济相当发达的城市可以谨慎的尝试。大部分地方的经济发展速度+大家求稳的心态-家长卷老师-考核卷老师，再取消编制就等着空城计或质量滑铁卢吧。这么大国，万万不能在教育这种百千年大计上简单搞一刀切啊！,0
Od2NRoP3Z,【#梅大高速下跪拦车老人受家乡百姓热情迎接#】5月5日，在梅大高速塌方段下跪拦车救人的平民英雄黄建度回到家乡，受到了家乡父老乡亲的热烈欢迎。村民们纷纷表示，为黄建度感到骄傲和自豪。当地向黄建度授予了表彰锦旗等，以及奖励金1万元。当地村民对黄建度也并不陌生，“以前村里铺路修桥，黄建度就,0
Obd1yawkk,15套夏日心头爱！！！附所有🔗#日常穿搭#,0
O9fX5hnoo,plog՞⦁·⦁՞喜欢的状态里生活~,0
K1CeK7gxk6acj,9月1日，据岳阳日报，近日，网传贵阳一玉米田间交流活动专家铺地毯下地。网友质疑：这是把玉米砍了铺的路，难道专家的脚不能沾土吗？ http://t.cn/A6SCFcmM,1
ObYJHrylE,【#女子因叫小弟自卑三十多年#，自述瞒着父母改名后宛如新生】4月29日(采访时间），福建邵武，女子因叫“小弟”自卑三十多年，自述瞒着父母改名后宛如新生：“以前父母不让改，结婚后改的，改名顺利得不敢相信”。@晨视频  http://t.cn/A6TeaQnE,0
ObZT7ezVT,【#广西南宁校外欺凌女生8人被行拘#】4月29日，广西南宁，网曝穿校服女生在校外遭多人欺凌。据良庆警方通报，4月18日，一名初中女生在良庆大道某小区旁，被多人欺负殴打。接到报警后，我分局立即开展调查处理，依法对涉案的8人作出行政拘留等处罚，相关工作正在进一步开展中。 警方坚决依法打击各类侵,0
K1CeK8wBf8qwh,补后续：9月14日下午3时许，武汉帕菲克中南店，一名25岁男子在健身房卧推杠铃时突发意外，不幸身亡,1
OcRNHdUsT,五一的快乐都是姐妹给的,0
Od4g20VIR,【#男子遇小学生下河游泳大声呵斥#[心]】近日，四川成都一男子路遇3名小学生准备下河游泳，大声呵斥让赶紧上岸。事后，男子把视频给相关学校班主任，通过老师发给学生家长。网友：吼最凶的话，做最善良的事！[赞]@云南日报 http://t.cn/A6HZQOHb,0
K1CeK8w5i66gg,四川某地，据说被围的女人是养老院工作人员，打了老人，有的说打了几个老人了，如果是真的应该受到重罚…… http://t.cn/A6p6toVF,1
Od1nrxjjO,大S已取消了支付抚养费的银 行 卡。根据法院裁决，汪小菲需每月向大S支付100万元台币，折合人民币约23万元，作为孩子的抚养费。然而，大S已选择将汪小菲列入黑名单，拒绝接收这些款项。S妈也站出来为女儿辩护，强调大S完全有能力独立抚养孩子。尽管表面上看起来大S坚决拒绝抚养费，但事实并非如此。她,0
OaNKaqtzx,笑死，记得上一次穿高跟鞋还是刚毕业的时候，新鲜劲过了半年之后觉得这玩意实在是不符合“人体工程学”，就爱谁谁再也没穿过了，时隔这么多年再蹬上可算是要了老命，穿上后走路续航只有5分钟[作揖]真佩服那些健步如飞的小姐姐们,0
ObNEusIPA,公司有个男同事，每天都穿同一件衣服，今年过去四个月了，没见他换过。  财务人员忍不住好奇询问，哥，你的收入颇丰，为何不购买多件衣物替换呢？同事听后稍显愣住，接着语气不佳地回应：“我穿什么衣服，与你有何相干，真是咸吃萝卜淡操心！”财务人员赶紧解释，表明并无恶意，仅仅是好奇才询问此事。,0
K1CeK8wFi6asj,这个英语外教老师的绝招太厉害了，年轻人哪受得了？[二哈][二哈] http://t.cn/A6Wutgbm,1
O9xPPmFcn,#SabrinaLifeStyle[超话]#  被一整个美到🥰 NUDE MANIA 全新「裸粉」系列🤍💗 武康路上的粉色浪漫  春天就是要粉粉嫩嫩呀💐  #今天穿什么##ootd##你好春天#,0
K1CaR7QFj66Yi,据说iPhone用户现在卸载网易云音乐，再重新安装就可以享受网易云音乐的三个月会员。  这是个bug，建议大家快去试一下。 http://t.cn/ReAdziD,1
Oc8YeAiaB,【#大学男生冒充小学生骗取女生骑大马#，南京农大：情况基本属实，正在核实处理】日前，多名江苏南京、苏州女大学生反映称，南京农业大学大四学生朱某长期冒充6年级小学生的家长，以招聘陪伴小学生玩耍兼职工作的借口，在网上诱骗多名女大学生，供其骑在肩膀上，朱某称之为“骑大马”。  4月30日，南京,0
K1CaS6gNl8qoe,[跪了]和我一样的贫穷户一起来报个道吧……[拳头]1,1
OcLti0mkI,#为什么越来越多年轻人患上尿毒症#【#年轻人不良生活习惯或诱发尿毒症#】据最人物：社交平台上，越来越多的年轻人，发帖询问：“我才二十多岁，诊断出尿毒症，如何治疗？”尿毒症是肾衰竭晚期阶段，患者的肾脏已经无法发挥功能，造成代谢紊乱、肾性高血压、贫血、腹泻呕吐等状况，如果不及时医治，慢慢,0
K1CaS7gNc66gj,#屠呦呦再次落选院士# 让人觉得好笑。,1
O9Y4S2Gbe,#日常碎片plog# 没关系，轻舟已经后空翻,0
O9PoQ8WZu,春日小清新风 Humanwoman春夏Lookbook,0
K1CeK7A5h7aci,#乌克兰宣布撤回“新疆人权状况联合声明”#。#乌克兰向韩国求助# http://t.cn/A667pbiG,1
K1CaR7QFj66cg,网易云卸载重装后就🉑️自动领取三个月黑胶vip嗷,1
OaiVSbeIi,#科协回应小学生获奖作品已达硕博水平#【上海小学生科创比赛获奖作品被指“已达硕博水平”！科协回应】日前，第39届上海市青少年科技创新大赛获奖名单公示后，个别获奖作品受到质疑。例如，一获奖作品涉及“蒙特卡洛算法”，被指过于高深。4月18日，获奖小学生所在学校的知情人士向南都记者表示，获奖,0
K1CaR7QFj66cm,网易云卸载再安装能获得免费会员！！,1
Od3xOClfn,【#女子与男友争执中刀死亡男友一审无罪#】#徐园男友称其系自杀# #徐园男友有3次暴力前科#  2022年4月26日凌晨1点36分，徐园被一辆面包车送到辽宁省大连市普兰店区中心医院时，胸口插着一把刀，衣服被血浸透。当天，她因抢救无效死亡，年仅23岁。送徐园到医院的男子，是两个月多前和她确定恋爱关系的男,0
Obp7L74MC,撸铁女孩||我和我的美女搭档 /今天三倍快乐,0
O9pmAuwD3,运动会顺利结束啦👏 很开心认识了一些新的朋友，也跑出了比平时更好的成绩！,0
K1CaR7wNe8qoe,四川地震泥石流山洪暴发，一条长达120米的巨蛇🐍 ，腰粗直径为1.5米，今日下午两点从水里面翻腾上岸，引来数千人围观，政府相关部门高度重视，下令不准任何单位及个人对其伤害，有关专家专机飞往此地，初步断定此次地震与这庞然大物有关,1
K1CeK8wBg6aoh,（转）9月14日下午3时许，一名25岁的男子在武汉帕菲克健身俱乐部中南店卧举杠铃时，由于发生了意外，100多千克的杠铃压着男子喉咙，不幸死亡。 据目击者称，9月14日下午3时20分，该俱乐部共有10多名会员在健身，整个场馆没有开灯，十分昏暗。突然，俱乐部器械区一名身着白T恤、黑短裤、皮肤黝黑的男子,1
ObOpYpLA5,🍂普通最实用的18套春末夏初穿搭🌈一学就会,0
OcBFs0aQ0,【#河大礼堂火灾涉事公司中标故宫修缮项目#，#河大礼堂火灾涉事公司曾被消防部门处罚#】#河南大学大礼堂火灾相关责任人被控制#5月2日晚，河南大学明伦校区正在修缮施工期间的大礼堂着火引发关注。新黄河记者注意到，河南大学曾于2023年10月与北京同兴古建筑工程有限公司责任公司（以下简称“北京同兴公,0
OcGGJq65r,【美媒：#苹果手机在中国正失去高端吸引力#】 苹果在周四发布了新一季财报，总营收同比下降4.3%，一个重要原因是中国市场下滑。苹果大中华区的销售额下降了8%至164亿美元。  即便在进行了罕见地打折促销后，苹果公司在中国的iPhone手机销量依旧出现了下滑。这表明，一些中国消费者不再将苹果旗舰产品视,0
Ob2Uj3uP7,你们吵你们的 我美我的👩‍❤️‍💋‍👩,0
OcZc22kuO,嗨，早操做了没？,0
OcsKSmsWo,女孩暑假进厂做工流泪感慨 庆幸我还可以回学校继续读书 不用留在这里呆一辈子  “在这里我的青春只值10块钱一小时”。 http://t.cn/A6HvSZts,0
OcTF4j5eY,烧烧的上半身,0
Od2C6zZoJ,重庆，一男子在地铁上抽烟、吐口水、手机外放，被乘客提醒后大放厥词：老子杀人判无期才出来，怕哪个嘛…… http://t.cn/A6HZYUAJ,0
Od8Uayszp,#吉克隽逸穿比基尼##吉克隽逸比基尼穿搭# @吉克隽逸 比基尼身材好辣！美女就是要多多穿比基尼啊[爱慕],0
ObYuOC9SW,#歌手2024##歌手2024请揭榜#  大家好，好久不见，我是张力尹。 成长是因为时间的磨砺，内心对音乐的信念和追求是不会改变的。这一次我再次跟自己打气加油，重新唱起十八年前的深受大家喜欢的《Timeless》。 这首歌装载了我的所有心声与故事，是没有那么完美但我很喜欢很满意的《Timeless》。 怀揣着十,0
OcTeGaLvV,#河大研究生论文曾指出礼堂消防隐患#【河大两年前一研究生论文曾指出大礼堂消防隐患，建议设专职保护部门】据央视新闻5月5日消息，5月2日，河南大学明伦校区大礼堂发生火灾事故，影响重大。国务院安委会决定，对该起火灾事故查处实行挂牌督办，并派出督办组赴当地督促指导河南省调查组工作，要求科学严,0
ObjdW4jgo,#女校长诈骗近5000万投江自杀#【女校长涉嫌诈骗近5000万投江自杀：母亲被骗上百万，受害人多为亲友】据红星新闻 4月23日，四川泸州合江天立学校小学段原校长童敏涉嫌合同诈骗一事，再次迎来新的进展。  据统计，童敏涉嫌诈骗金额近5000万元，因其投江自尽，警方已撤销此案。为了挽回自己的损失，29名受,0
Ocnvl0R72,【美众议院通过法案 打击大学校园的反犹太主义行为】 #美众议院通过法案打击大学反犹太主义行为# 当地时间5月1日，美国众议院以320票赞成、91票反对的投票结果通过了“反犹太主义意识法案”（Antisemitism Awareness Act），以打击大学校园的反犹太主义行为。  纽约州共和党人迈克·劳勒提出了这项法案,0
O8LlRo4Lv,近期#WDYWT[超话]# 评论区优质上脚： 1️⃣Air Jordan 3 “Archaeo Brown” 2️⃣Nike Kobe 8 Protro “Venice Beach” 3️⃣Concepts✖️Nike Kyrie 5 “Ikhet” 4️⃣Nike Kobe 8 Protro “Aqua” 5️⃣Puma RS 100 Injex  6️⃣Invincible✖️Vans Authentic  7️⃣Salehe Bembury✖️Crocs Pollex,0
Ocj7c0HJd,以后穿开衫的衣服可以这样，挺好看！码了学起来！[酷][赞][赞][赞] http://t.cn/A6TFFyrx #穿开衫衣服好看的方法#,0
K1CeK8w9c8qge,#郑州狗主悬赏1000万人民币寻狗# 不说了，我出发去找狗了！[哆啦A梦吃惊][哆啦A梦吃惊][哆啦A梦吃惊],1
K1CeK8w5c7Ksf,#丫丫将回国# 丫丫回国肯定是没有问题了，可是通过关爱丫丫，才发现熊猫的命运如此坎坷！客死他乡的林惠本来命运就很悲惨了，现在她的女儿也不见了，有网友专程前往碧峰峡探望，工作人员居然说不知道，这简直就是开玩笑，国宝大熊猫失踪难道不报警吗？国宝大熊猫的踪迹，民众不可以知道，不可以查询吗,1
Oahgeg8dq,#穿着羞耻症#有没有姐妹和我一样 家里有很多漂亮的小吊带，只敢在家里试试 不敢穿出门 但又很爱买。[允悲] ​,0
K1CaQ7QNf6qwg,埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟……人们濒死的惨叫声！157人全部遇难……  http://t.cn/Exy507H,1
OcRO3mqTJ,【#教育回报率越来越低了吗# 】读书改变命运是中国人几千年的传统认知，尤其是进入现代社会之后，学历更是和收入高度相关，获得更高的学历，是很多普通人提升收入的重要途径。但是统计数据显示，从收入角度来看，教育带来的回报率已经越来越低。  中央财经大学发布《中国人力资本报告2023》，报告显示,0
Od3KpCz6Z,【扩散！四川一听障学生五一长假在绵阳市人民公园遗失价值6万多人工耳蜗，“到今天凌晨还没找到，家庭情况无法重新再配”】#四川绵阳听障学生遗失人工耳蜗#据封面新闻：5月4日，小顾在绵阳市人民公园游玩时，不慎将价值6万多元人工耳蜗外机遗失。5月6日凌晨，经过公园工作人员和志愿者的搜寻，人工耳蜗,0
Od6pz5z0s,五一假期结束又开始搬砖了，高端品质,0
ObX9GtV3G,【曹德旺称要建前所未有的大学，福耀科技大学拟三四个学生配备一个老师】#曹德旺红旗#  近日，在福耀玻璃年度股东大会上，董事长曹德旺表示：“福耀科技大学，没有花公司一分钱，都是我私人的钱。”  曹德旺介绍，目前学校还只花了30多亿元，基金户头上还剩约70亿元，“我们的成本控制能力还是相当不错,0
K1CeK8w5l6KYh,用高铁的插座焖了一锅饭，网友：想破脑袋我也想不出这种操作[允悲] http://t.cn/A6pBs72N,1
K1CeK8w5c7Kkj,这几天大家又开始寻熊的课程！那么大只熊，查无此熊了，什么林冰，什么林阳，什么福禄……热度，知名度成了宝贝们的保命符，一旦一眼没照到，这个孩子就有可能失踪了没了，问官方，官方说它很好。就是不知道在哪，试问香香福宝在国外，它们哪怕打个喷嚏今天青团icon颜色深浅昨天笋笋少吃了半根都会跟民,1
K1CeK8wNl66cd,虚成这样，哭一下都怕，大罗金仙也救不了。 http://t.cn/A6TPV0QG,1
Ob46ufHgB,Thierry Mugler 1984秋冬系列，40年前的超前设计，现在看依旧美的令人惊叹，品牌博物馆典藏礼服。,0
K1CeK7gxf6Ksl,辉瑞首席执行官的妻子因疫苗并发症去世。[思考],1
ObQlc9Tox,防狼裙子,0
K1CeK7gxf8akm,90后姑娘殡仪馆上夜班前，乐观的给自己壮胆打气，网友：夜班1600，跑了我都能给他追回来  #给视频加buff##夏日视界# http://t.cn/A6StQL2U,1
OcQcMn7c8,#大学管理的边界在哪儿#？【寄成绩单、建家长群 高校辅导员：学校不考虑是否利于学生成长成才 而是“怕出事”】4月初，浙江大学部分学院给全部学生家长寄成绩单的举动引起了激烈讨论。学生觉得“隐私被侵犯”、抱怨“和高中管理有什么区别”；而在家长看来，“我出了学费，当然有对成绩的知情权”。对,0
K1CaQ7QNf6qwf,埃航失事客機黑匣子已找到，記錄儀錄下的最後10秒鐘…機上乘客的慘叫聲[流淚] ……活著就是最大的幸運，沒那麼多的事和人值得你去計較，世事無常，保持一份平常心，明是非，懂感恩！去見你想見的人，去愛你想愛的人，去做你想做的事，趁陽光正好，趁微風不噪、趁你還擁有生命⋯⋯珍惜！,1
OcFVWAogI,#以代表称美国精英大学里也有哈马斯#【以色列驻联合国代表：没想到美国精英大学里也有哈马斯】在当地时间5月1日举行的联合国大会发言环节，以色列常驻联合国代表吉拉德·埃尔丹（Gilad Erdan）言辞激烈，不仅炮轰联合国“根本不在乎以色列”，是“当代纳粹的同谋”，还把美国高校的反战示威者称作“暴徒,0
Oc6rRgnhf,青衿之志，笃行不怠。从梦开始的地方，去更辽阔的远方，@朱一龙 第十四届#北京国际电影节# 记录，感谢台前幕后所有的工作人员，循光影梦河，爱电影的人欣喜相遇。 http://t.cn/A6TDTfjU,0
K1CeK7gxj8awk,小伙因没给男子让座，竟遭到男子猛踹！男子：我在教他给老人让座……[怒] http://t.cn/A6SprIyq,1
K1CeK8w1l7Kke,一大学生嫌洗漱声音吵，每天晚上11点准时关水阀，每天早上6点还会准时去开，他坚持了整整三年，让大家以为学校规定晚上11点停水…直到有一次他关水阀时被现场抓到……自律狂魔惹不起😂😂😂 ​ #大学男生 关水阀#,1
O9PHw3eMm,春夏的衣服真好看呀🍃（14合集）||春夏日穿搭合集来啦#日常穿搭#,0
K1CeK7gxf8a8f,"90后女子在殡仪馆上夜班，1600一天，“没有比穷更可怕的事了”""我太难了😂 ""加油年轻人 ""生活不会辜负每一个努力的人 #吐槽曝料[超话]#&nbsp; #浙江一高校用云梯帮新生搬行李# http://t.cn/A6Sc5Sy3",1
ObPLUEe5e,公司停电      上班暂停⏸️,0
Oa15IxYOx,晚上看到一块中古表好绝，可惜已经卖掉了[泪],0
OcVGDCGsJ,刹国,0
O9d7bFqVQ,150/78 小个子穿搭不重样 简约韩系～#ootd穿搭#,0
Ocurx2ZaS,小流浪猫被野狗撕出肠子，我们没有放弃它！！！大家一起帮帮它吧！！赞赏本条视频！！我能力有限！！替咪咪谢谢大家了！！ #萌宠集中营##宠物卖萌中心##萌宠的日常# @微博iPhone客户端 曝光！我们会经全力救它的，每一个生命都值得呵护 让世界充满爱 关注我持续更新 http://t.cn/A6Hvn7eP,0
OcBwBuCLa,【#航拍洪崖洞仿佛穿越动漫世界#[哇]】这不是动漫，这是“五一”假期的重庆洪崖洞↓↓#重灯灯灯灯灯灯庆#（焱摄影） http://t.cn/A6HPEx0l,0
K1CeK7gBf6q0e,看完视频，你应该理解为什么美国人把这次毒气泄露事件称为“美国版切尔诺贝利”了。http://t.cn/A6CzD3Ou,1
K1CeK8wBg6akl,【网传一年轻男子卧推100公斤杠铃，因失误导致压住脖子，最终窒息而亡[吃惊]】  从健身房流出的监控视频能看到，一位身穿灰色T恤、黑色短裤的男子躺在椅子上举杠铃。看得出来杠铃很重，尽管男子浑身肌肉紧绷，腰部高高耸起，也只把杠铃举起了几十公分。就在这时，可怕的一幕发生了。男子手一抖，杠铃直,1
Od8hhlEj3,如果不是写着清华大学，我是怎么都不敢相信这是真的，关键是，这么一所名校，竟然不见一面国旗，更加离谱的是，手上的红色旗竟然拖着地走，令人寒心……&nbsp;  &nbsp;  &nbsp;  #热门话题创作激励计划# http://t.cn/A6HwtTjH,0
K1CeK7gtc8qsj,城管凭什么可以动手打人？ http://t.cn/A6aJt08H,1
K1CeK8w1l6Kgl,【#3岁女童被爷爷奶奶狂扇41耳光至呕吐#】4月13日，坐标河南，一段“爷爷奶奶轮流掌掴孙女”长达7分钟的监控视频画面上传至网络上。可怜的女娃被打得懵掉了，下意识用手遮挡住了脸部，奶奶不依不饶把她拉过来按住脑袋，继续使劲打。小哥哥看见妹妹被毒打，上去就想阻止奶奶的暴行，抱住妹妹喊道不要打,1
ObYh4FIws,#山西18岁男孩离校失踪已16天#【山西运城18岁男孩离校失踪已16天，家属：他留下信息表露轻生想法】#男孩失踪16天家属称其表露轻生想法# 据潇湘晨报：4月13日，山西运城一18岁男孩离校后失踪，至今16天仍下落不明。  据网传寻人启事显示，失踪男孩18岁，风陵渡镇东侯渡村人，身高 170cm 左右，于2,0
K1CeJ6g9l7awk,"10月27日，重庆上空出现一土豪，坐乘直升飞机撒钱30,000,000！司机路人纷纷捡钱，一度造成交通堵塞。 据说是土豪患了绝症才有此举。  没了生命一切都不再有意义，且行且珍惜啊！ http://t.cn/A6bFVnPH",1
K1CeK7QNe6qYl,#宽窄观察[超话]##上海疫情# http://t.cn/A6XIsL2B,1
Oc5gTggYF,华为Pura 70系列的AI消除本身是很好用的， 但现在我消除周围的杂物都提示“此图无法使用” 纠正: 最后用的美图秀秀的AI消除 所以事情闹到现在这样真的好吗？[裂开][裂开][裂开]  （以后夏天的照片都不能用华为自带的了？）,0
OdaXloH7q,云南镇雄一医院发生恶性伤人事件，已致逾10人伤亡，一名嫌犯已被成功抓获！这种向弱者举刀、无差别杀人的真该死！[怒] PS:有消息称已致20多人受伤，另外血腥视频大家别转了[握手]  #镇雄城南医院##云南镇雄发生恶性伤人事件逾10人伤亡# http://t.cn/A6HwgsVQ,0
Od1sX9UkG,苏州站，赛前的吴艳妮！[鲜花] 双手空中不停划拉，在赶蚊子吗？,0
O0nGyzebc,我老公就爱吃这个   我也爱吃   不过我们是自己买自己做的 http://t.cn/A6YIohw0,0
ObNWq59NU,【江西一#副校长获奖章而孕妻顾家劳累两度流产#  教体局：方方面面都要考虑】据@冷暖视频 报道：4月28日，江西上饶。横峰县融媒体中心发布一篇关于“横峰中学副校长简某某获得江西省五一劳动奖章”的文章引争议。文章显示，该同志做到以校为家，几乎无暇顾及家庭，其妻子曾怀有身孕还得照顾家里各项事,0
OdafuDGnw,宿舍买嘞条裙子，谁更让你眼前一亮……#心动系列# http://t.cn/A6HwH6tl,0
OcWcGDJTZ,【火出圈！#美术教师用5000片甲片复原甲胄#】身披铠甲，狮头面具遮面，双臂拉弓满弦，眼神凌厉……近日，在湖南邵阳市第四中学校园内，该校美术老师谭舟洲“变身”战士，向同学们展示中国传统甲胄。5月5日，这位热爱手工的老师谭舟洲告诉@三湘都市报 记者，他除了是一名美术老师，还拥有另一重身份——,0
ObQTd6DR6,明天回家[哇][色]#天气即天意#,0
K1CeK7gBf6qsh,看完视频，你应该理解为什么美国人把这次毒气泄露事件称为“美国版切尔诺贝利”了。http://t.cn/A6CzD3Ou,1
K1CaS6Q5c7aoj,【俄罗斯正式提议，将联合国搬到中国上海】美国拖欠联合国会费已经导致诸多国家不满。俄媒10月18日报道，俄罗斯已正式向联合国递交申请草案，建议将联合国从美国纽约搬出，并给了四个地点选择：维也纳、日内瓦、中国上海、俄罗斯。今年9月联大会议期间，美国曾经为难过俄罗斯，没有及时向俄罗斯代表团,1
Ocwp1sid1,【#河南大学大礼堂起火时有施工队在此休息#】5月3日凌晨，有网友称，河南大学明伦校区大礼堂着火。#河南大学# ​  网传多张图片显示，着火建筑几乎被大火包围，该建筑四周疑似包裹有施工所用的建筑安全防护网。#失火大礼堂系全国重点文物保护单位#  5月3日1时46分，开封消防发布官方通报称：“20,0
ObwlqqCC7,【“看看，这就是美国的警察”】 #美教授称亲眼目睹警察殴打女学生# 自上周美国警方在哥伦比亚大学进行大规模逮捕行动后，美国高校支持巴勒斯坦的抗议活动愈演愈烈。#声援巴勒斯坦抗议席卷美国高校#  过去两天，美国执法部门对亚特兰大埃默里大学的抗议者使用了泰瑟枪和胡椒球弹；身穿防暴装备的骑警扫,0
K1CeK8w9k8aol,广东一海滩出现大量海虾。虾：白灼清蒸都行，就是不想中毒。#广东一海滩突然涌现大量海虾# http://t.cn/A6OA7Y4G,1
ObRefkeiK,"【运动会不断整活[哈哈] #河南理工发视频挽回形象#】近日，河南理工大学运动会火出圈，被网友笑称""#一个运动会出不尽的洋相#""。4月28日，学校发视频回应“是时候挽回我们的形象了”！ http://t.cn/A6TgMk0k",0
ObUo56pUR,早，起床当牛马了,0
ObGRI2zFn,许光汉,0
OboNRaMgt,亲嘴可以 谈恋爱是不是有点暧昧了,0
OcxkEulzy,#河大失火礼堂修缮项目中标公司曝光#【#河大礼堂着火后房顶基本坍塌#】5月3日凌晨，开封消防发布消息，2024年5月2日23时22分，开封市消防救援支队指挥中心接到报警称，河南大学明伦校区一建筑房顶着火，无人员被困。接警后，支队指挥中心立即调派力量赶赴现场处置。目前，火势已被控制。,0
K1CeK8w5e6aYh,#不懂就问[超话]# 【求证】200名公务员，3天插秧2亩地，花费49万？这不是插秧啊，这是淘金啊！,1
K1CaQ7gpk7qsf,失事坠毁的埃航客机波音737——8被公路上的汽车前视监控录像全程记录了下来现发给大家看看。 http://t.cn/ExATAaL,1
OcRzDjzQy,注意看，周润发走上台后，并没有马上就坐，而是捡起了地上的水平，原来他是想帮忙清理嘉宾在台上留下的垃圾，可以看出周润发为人很是细心。 http://t.cn/A6H7g0QX,0
Oby7ZwFgv,🌷☀️漂亮衣服小合集～🍃一些清爽不费力的夏季穿搭！,0
Oagv7uMTp,【#江苏省政府批复同意将新增三所学校#】近日，江苏省政府发布最新批复，同意设立盐城农业科技职业学院、宿迁幼儿师范高等专科学校、无锡师范高等专科学校。详情&gt;&gt; http://t.cn/A6TYQuvC,0
Od1HnsbJj,#张若昀李沁郭麒麟现身#  庆余年2重庆路演正在重庆来福士举行，现场气氛不错。 #庆余年2重庆路演#  http://t.cn/A6HZCOni,0
ObWgEg7NN,胡锡进这是要唱独角戏？,0
K1CeK8wBd7Kch,"#灵隐寺出奶茶了# 灵隐寺出奶茶了，这确实是一个事实。不过，需要注意的是，灵隐寺并不是直接经营奶茶店，而是授权给了一些商家进行经营。  在灵隐景区附近，有一些商家获得了灵隐寺的授权，推出了以""灵隐奶茶""为特色的饮品，并且这些奶茶的包装上还会印有灵隐寺的图案和字样。  这些奶茶的口味和品质",1
O9qLydvOh,结婚戒指是两元店的都行,0
